team1Name,team2Name,week,day,start,end,season,league,location
East Kimberlyshire Westerners,Lake Natalie Wildcats,17,1,16.5,18.5,2024,Platinum League,North Christine Complex Field #1
Lake Melissaborough Sabres,Port Gordontown Mavericks,17,2,8.5,10.5,2024,Platinum League,Wesleybury Place Field #1
Raystad Commandos,North Justinmouth Hornets,17,1,5.0,7.0,2024,Platinum League,Lake Dawn Hub Field #1
Parkerstad Dolphins,Ramirezland Pirates,17,1,8.0,10.0,2024,Platinum League,Wesleybury Place Field #1
New Dannyfort Mavericks,Shawnport Bucaneers,17,2,15.5,17.5,2024,Platinum League,Lake Dawn Hub Field #1
Lake Regina Wildcats,Ramirezmouth Dolphins,17,2,17.5,19.5,2024,Platinum League,Lake Dawn Hub Field #1
West Brittneystad Chiefs,North Charles Sabres,17,3,1.5,3.5,2024,Platinum League,Lake Dawn Hub Field #1
Christinaton Robbers,Smithbury Chiefs,17,4,5.0,7.0,2024,Platinum League,Lake Dawn Hub Field #1
Hillborough Mavericks,Pattyport Hornets,17,1,19.0,21.0,2024,Platinum League,Lake Dawn Hub Field #1
Savagechester Grizzlies,Underwoodfurt Celtics,17,1,21.0,23.0,2024,Platinum League,Lake Dawn Hub Field #1
Tinashire Vikings,South Kyle Westerners,17,1,3.0,5.0,2024,Platinum League,Wesleybury Place Field #1
East Kimberlyshire Westerners,New Julie Bears,17,1,5.5,7.5,2024,Platinum League,Wesleybury Place Field #1
Lake Melissaborough Sabres,North Donaldport Americans,17,3,10.0,12.0,2024,Platinum League,Wesleybury Place Field #1
Port Gordontown Mavericks,Lake Natalie Wildcats,17,4,7.0,9.0,2024,Platinum League,Lake Dawn Hub Field #1
Raystad Commandos,Parkerstad Dolphins,18,1,7.0,9.0,2024,Platinum League,Lake Dawn Hub Field #1
New Dannyfort Mavericks,North Justinmouth Hornets,18,1,10.0,12.0,2024,Platinum League,Lake Dawn Hub Field #1
Lake Regina Wildcats,Ramirezland Pirates,18,2,6.0,8.0,2024,Platinum League,Lake Dawn Hub Field #1
West Brittneystad Chiefs,Shawnport Bucaneers,18,1,13.0,15.0,2024,Platinum League,Lake Dawn Hub Field #1
Christinaton Robbers,Ramirezmouth Dolphins,18,1,15.0,17.0,2024,Platinum League,Lake Dawn Hub Field #1
Hillborough Mavericks,North Charles Sabres,18,1,17.5,19.5,2024,Platinum League,North Christine Complex Field #1
Savagechester Grizzlies,Smithbury Chiefs,18,1,17.0,19.0,2024,Platinum League,Lake Dawn Hub Field #1
Tinashire Vikings,Pattyport Hornets,18,1,4.5,6.5,2024,Platinum League,Lake Dawn Hub Field #1
East Kimberlyshire Westerners,Underwoodfurt Celtics,18,1,19.0,21.0,2024,Platinum League,Lake Dawn Hub Field #1
Lake Melissaborough Sabres,South Kyle Westerners,18,3,2.0,4.0,2024,Platinum League,Lake Dawn Hub Field #1
Port Gordontown Mavericks,New Julie Bears,18,1,7.0,9.0,2024,Platinum League,Wesleybury Place Field #1
Lake Natalie Wildcats,North Donaldport Americans,18,2,15.0,17.0,2024,Platinum League,Lake Dawn Hub Field #1
Raystad Commandos,New Dannyfort Mavericks,18,1,10.0,12.0,2024,Platinum League,Wesleybury Place Field #1
Lake Regina Wildcats,Parkerstad Dolphins,18,2,17.0,19.0,2024,Platinum League,Lake Dawn Hub Field #1
West Brittneystad Chiefs,North Justinmouth Hornets,18,1,12.0,14.0,2024,Platinum League,Wesleybury Place Field #1
Christinaton Robbers,Ramirezland Pirates,18,1,14.0,16.0,2024,Platinum League,North Christine Complex Field #1
Hillborough Mavericks,Shawnport Bucaneers,18,1,21.0,23.0,2024,Platinum League,Lake Dawn Hub Field #1
Savagechester Grizzlies,Ramirezmouth Dolphins,18,1,14.0,16.0,2024,Platinum League,Wesleybury Place Field #1
Tinashire Vikings,North Charles Sabres,18,3,11.0,13.0,2024,Platinum League,Wesleybury Place Field #1
East Kimberlyshire Westerners,Smithbury Chiefs,18,1,16.0,18.0,2024,Platinum League,Wesleybury Place Field #1
Lake Melissaborough Sabres,Pattyport Hornets,18,1,19.5,21.5,2024,Platinum League,North Christine Complex Field #1
Port Gordontown Mavericks,Underwoodfurt Celtics,18,1,18.0,20.0,2024,Platinum League,Wesleybury Place Field #1
Lake Natalie Wildcats,South Kyle Westerners,18,4,9.0,11.0,2024,Platinum League,Lake Dawn Hub Field #1
North Donaldport Americans,New Julie Bears,18,2,19.0,21.0,2024,Platinum League,Lake Dawn Hub Field #1
Raystad Commandos,Lake Regina Wildcats,19,1,4.5,6.5,2024,Platinum League,Lake Dawn Hub Field #1
West Brittneystad Chiefs,New Dannyfort Mavericks,19,1,10.0,12.0,2024,Platinum League,Lake Dawn Hub Field #1
Christinaton Robbers,Parkerstad Dolphins,19,1,14.0,16.0,2024,Platinum League,Lake Dawn Hub Field #1
Hillborough Mavericks,North Justinmouth Hornets,19,1,6.5,8.5,2024,Platinum League,Lake Dawn Hub Field #1
Savagechester Grizzlies,Ramirezland Pirates,19,1,12.0,14.0,2024,Platinum League,Lake Dawn Hub Field #1
Tinashire Vikings,Shawnport Bucaneers,19,1,16.0,18.0,2024,Platinum League,Lake Dawn Hub Field #1
East Kimberlyshire Westerners,Ramirezmouth Dolphins,19,1,18.0,20.0,2024,Platinum League,Lake Dawn Hub Field #1
Lake Melissaborough Sabres,North Charles Sabres,19,3,2.0,4.0,2024,Platinum League,Lake Dawn Hub Field #1
Port Gordontown Mavericks,Smithbury Chiefs,19,3,16.5,18.5,2024,Platinum League,Wesleybury Place Field #1
Lake Natalie Wildcats,Pattyport Hornets,19,1,16.5,18.5,2024,Platinum League,North Christine Complex Field #1
North Donaldport Americans,Underwoodfurt Celtics,19,1,20.0,22.0,2024,Platinum League,Lake Dawn Hub Field #1
New Julie Bears,South Kyle Westerners,19,1,3.0,5.0,2024,Platinum League,Wesleybury Place Field #1
Raystad Commandos,West Brittneystad Chiefs,19,1,10.0,12.0,2024,Platinum League,Wesleybury Place Field #1
Christinaton Robbers,Lake Regina Wildcats,19,2,10.0,12.0,2024,Platinum League,Lake Dawn Hub Field #1
Hillborough Mavericks,New Dannyfort Mavericks,19,1,12.0,14.0,2024,Platinum League,Wesleybury Place Field #1
Savagechester Grizzlies,Parkerstad Dolphins,19,1,14.0,16.0,2024,Platinum League,Wesleybury Place Field #1
Tinashire Vikings,North Justinmouth Hornets,19,1,5.0,7.0,2024,Platinum League,Wesleybury Place Field #1
East Kimberlyshire Westerners,Ramirezland Pirates,19,1,8.0,10.0,2024,Platinum League,Wesleybury Place Field #1
Lake Melissaborough Sabres,Shawnport Bucaneers,19,2,12.0,14.0,2024,Platinum League,Lake Dawn Hub Field #1
Port Gordontown Mavericks,Ramirezmouth Dolphins,19,5,11.0,13.0,2024,Platinum League,Wesleybury Place Field #1
Lake Natalie Wildcats,North Charles Sabres,19,1,18.5,20.5,2024,Platinum League,North Christine Complex Field #1
North Donaldport Americans,Smithbury Chiefs,19,1,12.5,14.5,2024,Platinum League,Wesleybury Place Field #2
New Julie Bears,Pattyport Hornets,19,1,16.0,18.0,2024,Platinum League,Wesleybury Place Field #1
South Kyle Westerners,Underwoodfurt Celtics,19,1,18.0,20.0,2024,Platinum League,Wesleybury Place Field #1
Raystad Commandos,Christinaton Robbers,20,3,7.0,9.0,2024,Platinum League,Wesleybury Place Field #1
Hillborough Mavericks,West Brittneystad Chiefs,20,1,10.0,12.0,2024,Platinum League,Lake Dawn Hub Field #1
Savagechester Grizzlies,Lake Regina Wildcats,20,2,11.5,13.5,2024,Platinum League,Lake Dawn Hub Field #1
Tinashire Vikings,New Dannyfort Mavericks,20,1,12.0,14.0,2024,Platinum League,Lake Dawn Hub Field #1
East Kimberlyshire Westerners,Parkerstad Dolphins,20,1,7.0,9.0,2024,Platinum League,Lake Dawn Hub Field #1
Lake Melissaborough Sabres,North Justinmouth Hornets,20,1,19.0,21.0,2024,Platinum League,North Christine Complex Field #1
Port Gordontown Mavericks,Ramirezland Pirates,20,1,8.0,10.0,2024,Platinum League,Wesleybury Place Field #1
Lake Natalie Wildcats,Shawnport Bucaneers,20,1,16.5,18.5,2024,Platinum League,North Christine Complex Field #1
North Donaldport Americans,Ramirezmouth Dolphins,20,1,14.0,16.0,2024,Platinum League,Lake Dawn Hub Field #1
New Julie Bears,North Charles Sabres,20,4,11.5,13.5,2024,Platinum League,Lake Jennifermouth Dome Field #1
South Kyle Westerners,Smithbury Chiefs,20,1,10.0,12.0,2024,Platinum League,Wesleybury Place Field #1
Underwoodfurt Celtics,Pattyport Hornets,20,1,16.0,18.0,2024,Platinum League,Lake Dawn Hub Field #1
Raystad Commandos,Hillborough Mavericks,20,1,4.5,6.5,2024,Platinum League,Lake Dawn Hub Field #1
Savagechester Grizzlies,Christinaton Robbers,20,1,18.0,20.0,2024,Platinum League,Lake Dawn Hub Field #1
Tinashire Vikings,West Brittneystad Chiefs,20,1,12.0,14.0,2024,Platinum League,Wesleybury Place Field #1
East Kimberlyshire Westerners,Lake Regina Wildcats,20,1,5.5,7.5,2024,Platinum League,Wesleybury Place Field #1
Lake Melissaborough Sabres,New Dannyfort Mavericks,20,2,13.5,15.5,2024,Platinum League,Lake Dawn Hub Field #1
Port Gordontown Mavericks,Parkerstad Dolphins,20,1,14.0,16.0,2024,Platinum League,Wesleybury Place Field #1
Lake Natalie Wildcats,North Justinmouth Hornets,20,1,16.5,18.5,2024,Platinum League,North Christine Complex Field #2
North Donaldport Americans,Ramirezland Pirates,20,1,12.5,14.5,2024,Platinum League,Wesleybury Place Field #2
New Julie Bears,Shawnport Bucaneers,20,2,9.0,11.0,2024,Platinum League,Lake Dawn Hub Field #1
South Kyle Westerners,Ramirezmouth Dolphins,20,1,16.0,18.0,2024,Platinum League,Wesleybury Place Field #1
Underwoodfurt Celtics,North Charles Sabres,20,1,21.0,23.0,2024,Platinum League,North Christine Complex Field #1
Pattyport Hornets,Smithbury Chiefs,20,1,18.0,20.0,2024,Platinum League,Wesleybury Place Field #1
Raystad Commandos,Savagechester Grizzlies,21,1,8.5,10.5,2024,Platinum League,Lake Dawn Hub Field #1
Tinashire Vikings,Hillborough Mavericks,21,1,3.0,5.0,2024,Platinum League,Lake Dawn Hub Field #1
East Kimberlyshire Westerners,Christinaton Robbers,21,1,14.0,16.0,2024,Platinum League,Lake Dawn Hub Field #1
Lake Melissaborough Sabres,West Brittneystad Chiefs,21,3,2.0,4.0,2024,Platinum League,Lake Dawn Hub Field #1
Port Gordontown Mavericks,Lake Regina Wildcats,21,2,6.0,8.0,2024,Platinum League,Lake Dawn Hub Field #1
Lake Natalie Wildcats,New Dannyfort Mavericks,21,2,13.0,15.0,2024,Platinum League,Lake Dawn Hub Field #1
North Donaldport Americans,Parkerstad Dolphins,21,1,16.0,18.0,2024,Platinum League,Lake Dawn Hub Field #1
New Julie Bears,North Justinmouth Hornets,21,1,5.0,7.0,2024,Platinum League,Lake Dawn Hub Field #1
South Kyle Westerners,Ramirezland Pirates,21,1,10.5,12.5,2024,Platinum League,Lake Dawn Hub Field #1
Underwoodfurt Celtics,Shawnport Bucaneers,21,1,18.0,20.0,2024,Platinum League,Lake Dawn Hub Field #1
Pattyport Hornets,Ramirezmouth Dolphins,21,1,11.0,13.0,2024,Platinum League,Wesleybury Place Field #1
Smithbury Chiefs,North Charles Sabres,21,3,16.5,18.5,2024,Platinum League,Wesleybury Place Field #1
Raystad Commandos,Tinashire Vikings,21,1,4.5,6.5,2024,Platinum League,Wesleybury Place Field #1
East Kimberlyshire Westerners,Savagechester Grizzlies,21,1,20.0,22.0,2024,Platinum League,Lake Dawn Hub Field #1
Lake Melissaborough Sabres,Hillborough Mavericks,21,1,19.0,21.0,2024,Platinum League,North Christine Complex Field #1
Port Gordontown Mavericks,Christinaton Robbers,21,2,10.0,12.0,2024,Platinum League,Lake Dawn Hub Field #1
Lake Natalie Wildcats,West Brittneystad Chiefs,21,3,4.5,6.5,2024,Platinum League,Wesleybury Place Field #1
North Donaldport Americans,Lake Regina Wildcats,21,2,15.0,17.0,2024,Platinum League,Lake Dawn Hub Field #1
New Julie Bears,New Dannyfort Mavericks,21,2,17.0,19.0,2024,Platinum League,Lake Dawn Hub Field #1
South Kyle Westerners,Parkerstad Dolphins,21,1,7.0,9.0,2024,Platinum League,Wesleybury Place Field #1
Underwoodfurt Celtics,North Justinmouth Hornets,21,1,9.0,11.0,2024,Platinum League,Wesleybury Place Field #1
Pattyport Hornets,Ramirezland Pirates,21,1,13.0,15.0,2024,Platinum League,Wesleybury Place Field #1
Smithbury Chiefs,Shawnport Bucaneers,21,1,15.0,17.0,2024,Platinum League,Wesleybury Place Field #1
North Charles Sabres,Ramirezmouth Dolphins,21,1,17.5,19.5,2024,Platinum League,North Christine Complex Field #2
New Douglas Wildcats,Vargasside Sabres,13,1,5.0,7.0,2024,Obsidian League,Lake Dawn Hub Field #1
Bryantmouth Sabres,Port Laura Raptors,13,1,9.0,11.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Sharon Bulls,Port Connieland Wildcats,13,2,10.5,12.5,2024,Obsidian League,Lake Dawn Hub Field #1
Lake Katelynmouth Wildcats,East Jennaview Jacks,13,2,7.5,9.5,2024,Obsidian League,Lake Dawn Hub Field #1
West Jonathanville Sabres,Lake Taylor Jacks,13,1,7.0,9.0,2024,Obsidian League,Lake Dawn Hub Field #1
Jacobchester Hornets,Port Terriville Bears,13,1,11.5,13.5,2024,Obsidian League,Lake Dawn Hub Field #1
Port Jamesstad Pirates,Charlesfurt Bulls,13,1,13.5,15.5,2024,Obsidian League,Lake Dawn Hub Field #1
Millerburgh Sox,West Charles Pirates,13,1,15.5,17.5,2024,Obsidian League,Lake Dawn Hub Field #1
Kingberg Eagles,Singhton Celtics,13,3,2.0,4.0,2024,Obsidian League,Lake Dawn Hub Field #1
South Charles Westerners,Robbinsland Sox,13,1,9.5,11.5,2024,Obsidian League,Wesleybury Place Field #1
New Ginaborough Westerners,Audreybury Eagles,13,1,17.5,19.5,2024,Obsidian League,Lake Dawn Hub Field #1
New Jerryberg Eagles,North Rita Jacks,13,5,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
Michaelberg Mavericks,East Michael Americans,13,1,17.5,19.5,2024,Obsidian League,North Christine Complex Field #1
Crystalshire Rappers,New Meghanborough Celtics,13,1,2.5,4.5,2024,Obsidian League,Lake Dawn Hub Field #1
North Heathershire Bobcats,Schwartzmouth Americans,13,3,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
East Matthewburgh Bobcats,Theodorehaven Sox,13,1,1.0,3.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Bryantmouth Sabres,14,1,1.0,3.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Sharon Bulls,Vargasside Sabres,14,1,6.5,8.5,2024,Obsidian League,Lake Dawn Hub Field #1
Lake Katelynmouth Wildcats,Port Laura Raptors,14,1,9.0,11.0,2024,Obsidian League,Lake Dawn Hub Field #1
West Jonathanville Sabres,Port Connieland Wildcats,14,5,10.0,12.0,2024,Obsidian League,Wesleybury Place Field #1
Jacobchester Hornets,East Jennaview Jacks,14,1,11.0,13.0,2024,Obsidian League,Lake Dawn Hub Field #1
Port Jamesstad Pirates,Lake Taylor Jacks,14,1,3.0,5.0,2024,Obsidian League,Lake Dawn Hub Field #1
Millerburgh Sox,Port Terriville Bears,14,2,8.0,10.0,2024,Obsidian League,Lake Dawn Hub Field #1
Kingberg Eagles,Charlesfurt Bulls,14,1,13.0,15.0,2024,Obsidian League,Lake Dawn Hub Field #1
South Charles Westerners,West Charles Pirates,14,1,15.0,17.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Ginaborough Westerners,Singhton Celtics,14,1,17.0,19.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Jerryberg Eagles,Robbinsland Sox,14,2,1.0,3.0,2024,Obsidian League,Lake Dawn Hub Field #1
Michaelberg Mavericks,Audreybury Eagles,14,1,17.5,19.5,2024,Obsidian League,North Christine Complex Field #1
Crystalshire Rappers,North Rita Jacks,14,1,8.0,10.0,2024,Obsidian League,Wesleybury Place Field #1
North Heathershire Bobcats,East Michael Americans,14,1,19.5,21.5,2024,Obsidian League,North Christine Complex Field #1
East Matthewburgh Bobcats,New Meghanborough Celtics,14,1,2.5,4.5,2024,Obsidian League,Wesleybury Place Field #1
Theodorehaven Sox,Schwartzmouth Americans,14,1,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #2
New Douglas Wildcats,New Sharon Bulls,15,1,6.5,8.5,2024,Obsidian League,Lake Dawn Hub Field #1
Lake Katelynmouth Wildcats,Bryantmouth Sabres,15,1,9.0,11.0,2024,Obsidian League,Lake Dawn Hub Field #1
West Jonathanville Sabres,Vargasside Sabres,15,1,11.0,13.0,2024,Obsidian League,Lake Dawn Hub Field #1
Jacobchester Hornets,Port Laura Raptors,15,1,13.0,15.0,2024,Obsidian League,Lake Dawn Hub Field #1
Port Jamesstad Pirates,Port Connieland Wildcats,15,3,8.0,10.0,2024,Obsidian League,Wesleybury Place Field #1
Millerburgh Sox,East Jennaview Jacks,15,2,8.0,10.0,2024,Obsidian League,Lake Dawn Hub Field #1
Kingberg Eagles,Lake Taylor Jacks,15,1,4.5,6.5,2024,Obsidian League,Lake Dawn Hub Field #1
South Charles Westerners,Port Terriville Bears,15,1,15.0,17.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Ginaborough Westerners,Charlesfurt Bulls,15,1,17.0,19.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Jerryberg Eagles,West Charles Pirates,15,1,19.0,21.0,2024,Obsidian League,Lake Dawn Hub Field #1
Michaelberg Mavericks,Singhton Celtics,15,2,4.5,6.5,2024,Obsidian League,Lake Dawn Hub Field #1
Crystalshire Rappers,Robbinsland Sox,15,1,9.5,11.5,2024,Obsidian League,Wesleybury Place Field #1
North Heathershire Bobcats,Audreybury Eagles,15,1,16.0,18.0,2024,Obsidian League,North Christine Complex Field #1
East Matthewburgh Bobcats,North Rita Jacks,15,5,10.5,12.5,2024,Obsidian League,Wesleybury Place Field #1
Theodorehaven Sox,East Michael Americans,15,1,21.0,23.0,2024,Obsidian League,Lake Dawn Hub Field #1
Schwartzmouth Americans,New Meghanborough Celtics,15,1,11.5,13.5,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Lake Katelynmouth Wildcats,16,1,12.0,14.0,2024,Obsidian League,Wesleybury Place Field #2
West Jonathanville Sabres,New Sharon Bulls,16,1,6.5,8.5,2024,Obsidian League,Wesleybury Place Field #2
Jacobchester Hornets,Bryantmouth Sabres,16,1,4.0,6.0,2024,Obsidian League,Wesleybury Place Field #2
Port Jamesstad Pirates,Vargasside Sabres,16,1,14.0,16.0,2024,Obsidian League,Wesleybury Place Field #2
Millerburgh Sox,Port Laura Raptors,16,1,18.5,20.5,2024,Obsidian League,Wesleybury Place Field #1
Kingberg Eagles,Port Connieland Wildcats,16,3,8.0,10.0,2024,Obsidian League,Wesleybury Place Field #1
South Charles Westerners,East Jennaview Jacks,16,1,16.0,18.0,2024,Obsidian League,Wesleybury Place Field #2
New Ginaborough Westerners,Lake Taylor Jacks,16,2,16.0,18.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Jerryberg Eagles,Port Terriville Bears,16,1,12.0,14.0,2024,Obsidian League,North Christine Complex Field #1
Michaelberg Mavericks,Charlesfurt Bulls,16,1,17.5,19.5,2024,Obsidian League,North Christine Complex Field #3
Crystalshire Rappers,West Charles Pirates,16,1,18.0,20.0,2024,Obsidian League,Wesleybury Place Field #2
North Heathershire Bobcats,Singhton Celtics,16,1,16.0,18.0,2024,Obsidian League,West Anthonyhaven Facility Field #1
East Matthewburgh Bobcats,Robbinsland Sox,16,2,18.0,20.0,2024,Obsidian League,Lake Dawn Hub Field #1
Theodorehaven Sox,Audreybury Eagles,16,1,1.0,3.0,2024,Obsidian League,Lake Dawn Hub Field #1
Schwartzmouth Americans,North Rita Jacks,16,3,14.5,16.5,2024,Obsidian League,Wesleybury Place Field #1
New Meghanborough Celtics,East Michael Americans,16,1,20.5,22.5,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,West Jonathanville Sabres,17,1,10.0,12.0,2024,Obsidian League,Wesleybury Place Field #1
Jacobchester Hornets,Lake Katelynmouth Wildcats,17,1,14.5,16.5,2024,Obsidian League,Wesleybury Place Field #1
Port Jamesstad Pirates,New Sharon Bulls,17,1,6.5,8.5,2024,Obsidian League,Wesleybury Place Field #2
Millerburgh Sox,Bryantmouth Sabres,17,1,11.5,13.5,2024,Obsidian League,Wesleybury Place Field #2
Kingberg Eagles,Vargasside Sabres,17,1,8.5,10.5,2024,Obsidian League,Wesleybury Place Field #2
South Charles Westerners,Port Laura Raptors,17,1,16.5,18.5,2024,Obsidian League,Wesleybury Place Field #1
New Ginaborough Westerners,Port Connieland Wildcats,17,2,12.5,14.5,2024,Obsidian League,Wesleybury Place Field #1
New Jerryberg Eagles,East Jennaview Jacks,17,3,19.0,21.0,2024,Obsidian League,North Christine Complex Field #1
Michaelberg Mavericks,Lake Taylor Jacks,17,2,6.5,8.5,2024,Obsidian League,Lake Dawn Hub Field #1
Crystalshire Rappers,Port Terriville Bears,17,2,19.5,21.5,2024,Obsidian League,Lake Dawn Hub Field #1
North Heathershire Bobcats,Charlesfurt Bulls,17,1,16.0,18.0,2024,Obsidian League,North Christine Complex Field #2
East Matthewburgh Bobcats,West Charles Pirates,17,1,18.5,20.5,2024,Obsidian League,Wesleybury Place Field #1
Theodorehaven Sox,Singhton Celtics,17,1,13.5,15.5,2024,Obsidian League,Wesleybury Place Field #2
Schwartzmouth Americans,Robbinsland Sox,17,2,0.5,2.5,2024,Obsidian League,Lake Dawn Hub Field #1
New Meghanborough Celtics,Audreybury Eagles,17,1,2.5,4.5,2024,Obsidian League,Wesleybury Place Field #2
East Michael Americans,North Rita Jacks,17,1,20.5,22.5,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Jacobchester Hornets,18,1,4.0,6.0,2024,Obsidian League,Wesleybury Place Field #1
Port Jamesstad Pirates,West Jonathanville Sabres,18,1,4.5,6.5,2024,Obsidian League,Wesleybury Place Field #2
Millerburgh Sox,Lake Katelynmouth Wildcats,18,1,11.5,13.5,2024,Obsidian League,Wesleybury Place Field #2
Kingberg Eagles,New Sharon Bulls,18,1,6.5,8.5,2024,Obsidian League,Wesleybury Place Field #2
South Charles Westerners,Bryantmouth Sabres,18,1,8.5,10.5,2024,Obsidian League,Wesleybury Place Field #2
New Ginaborough Westerners,Vargasside Sabres,18,1,15.5,17.5,2024,Obsidian League,North Christine Complex Field #2
New Jerryberg Eagles,Port Laura Raptors,18,1,13.5,15.5,2024,Obsidian League,Wesleybury Place Field #2
Michaelberg Mavericks,Port Connieland Wildcats,18,2,10.5,12.5,2024,Obsidian League,Lake Dawn Hub Field #1
Crystalshire Rappers,East Jennaview Jacks,18,1,7.0,9.0,2024,Obsidian League,West Anthonyhaven Facility Field #1
North Heathershire Bobcats,Lake Taylor Jacks,18,2,12.5,14.5,2024,Obsidian League,Lake Dawn Hub Field #1
East Matthewburgh Bobcats,Port Terriville Bears,18,2,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
Theodorehaven Sox,Charlesfurt Bulls,18,1,15.5,17.5,2024,Obsidian League,Wesleybury Place Field #2
Schwartzmouth Americans,West Charles Pirates,18,1,17.5,19.5,2024,Obsidian League,Wesleybury Place Field #2
New Meghanborough Celtics,Singhton Celtics,18,1,10.0,12.0,2024,Obsidian League,North Christine Complex Field #1
East Michael Americans,Robbinsland Sox,18,1,20.0,22.0,2024,Obsidian League,Wesleybury Place Field #1
North Rita Jacks,Audreybury Eagles,18,1,19.5,21.5,2024,Obsidian League,Wesleybury Place Field #2
