team1Name,team2Name,week,day,start,end,season,league,location
South Heatherville Bulls,East Albert Jacks,19,1,9.5,11.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Megan Bears,Port Rebeccachester Hawks,19,1,2.5,4.5,2024,Platinum League,Johnsonmouth Hub Field #1
Lake Leroy Rappers,Vanessamouth Dolphins,19,4,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
West Stacie Mavericks,West Lauratown Robbers,19,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Dean Bears,Hallside Sox,19,2,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,South Charles Rappers,19,1,18.5,20.5,2024,Platinum League,Johnsonmouth Hub Field #1
Brownburgh Pirates,New Jason Dolphins,20,2,13.5,15.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Annaberg Jacks,Garrettburgh Pirates,20,1,4.5,6.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Justin Sabres,Lake Amanda Grizzlies,20,2,15.5,17.5,2024,Platinum League,Johnsonmouth Hub Field #1
North Richardhaven Dolphins,Mooreview Eagles,20,1,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
Zimmermanfort Americans,Davidbury Chiefs,20,2,8.5,10.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Heatherville Bulls,Jasonbury Bears,20,2,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #1
Port Megan Bears,New Scott Wildcats,20,4,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #1
Lake Leroy Rappers,East Albert Jacks,20,5,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #1
West Stacie Mavericks,Port Rebeccachester Hawks,20,1,0.5,2.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Dean Bears,Vanessamouth Dolphins,20,2,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,West Lauratown Robbers,20,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Charles Rappers,Hallside Sox,20,1,6.5,8.5,2024,Platinum League,Johnsonmouth Hub Field #1
Brownburgh Pirates,Port Annaberg Jacks,21,1,5.5,7.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Justin Sabres,New Jason Dolphins,21,2,13.5,15.5,2024,Platinum League,Johnsonmouth Hub Field #1
North Richardhaven Dolphins,Garrettburgh Pirates,21,5,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
Zimmermanfort Americans,Lake Amanda Grizzlies,21,2,15.5,17.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Heatherville Bulls,Mooreview Eagles,21,1,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Megan Bears,Davidbury Chiefs,21,4,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #1
Lake Leroy Rappers,Jasonbury Bears,21,2,11.0,13.0,2024,Platinum League,Johnsonmouth Hub Field #1
West Stacie Mavericks,New Scott Wildcats,21,5,3.5,5.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Dean Bears,East Albert Jacks,21,2,4.5,6.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,Port Rebeccachester Hawks,21,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Charles Rappers,Vanessamouth Dolphins,21,1,10.0,12.0,2024,Platinum League,Johnsonmouth Hub Field #1
Hallside Sox,West Lauratown Robbers,21,1,12.0,14.0,2024,Platinum League,Johnsonmouth Hub Field #1
Brownburgh Pirates,Port Justin Sabres,22,2,13.0,15.0,2024,Platinum League,Johnsonmouth Hub Field #1
North Richardhaven Dolphins,Port Annaberg Jacks,22,1,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
Zimmermanfort Americans,New Jason Dolphins,22,2,15.0,17.0,2024,Platinum League,Johnsonmouth Hub Field #1
South Heatherville Bulls,Garrettburgh Pirates,22,1,6.5,8.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Megan Bears,Lake Amanda Grizzlies,22,1,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #1
Lake Leroy Rappers,Mooreview Eagles,22,2,17.0,19.0,2024,Platinum League,Johnsonmouth Hub Field #1
West Stacie Mavericks,Davidbury Chiefs,22,5,11.0,13.0,2024,Platinum League,Johnsonmouth Hub Field #1
South Dean Bears,Jasonbury Bears,22,2,5.5,7.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,New Scott Wildcats,22,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Charles Rappers,East Albert Jacks,22,1,8.5,10.5,2024,Platinum League,Johnsonmouth Hub Field #1
Hallside Sox,Port Rebeccachester Hawks,22,1,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #1
West Lauratown Robbers,Vanessamouth Dolphins,22,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
Brownburgh Pirates,North Richardhaven Dolphins,23,2,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
Zimmermanfort Americans,Port Justin Sabres,23,2,13.0,15.0,2024,Platinum League,Johnsonmouth Hub Field #1
South Heatherville Bulls,Port Annaberg Jacks,23,1,6.5,8.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Megan Bears,New Jason Dolphins,23,4,4.5,6.5,2024,Platinum League,Johnsonmouth Hub Field #1
Lake Leroy Rappers,Garrettburgh Pirates,23,4,6.5,8.5,2024,Platinum League,Johnsonmouth Hub Field #1
West Stacie Mavericks,Lake Amanda Grizzlies,23,1,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #1
South Dean Bears,Mooreview Eagles,23,2,15.0,17.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,Davidbury Chiefs,23,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Charles Rappers,Jasonbury Bears,23,1,12.0,14.0,2024,Platinum League,Johnsonmouth Hub Field #1
Hallside Sox,New Scott Wildcats,23,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
West Lauratown Robbers,East Albert Jacks,23,1,8.5,10.5,2024,Platinum League,Johnsonmouth Hub Field #1
Vanessamouth Dolphins,Port Rebeccachester Hawks,23,1,18.5,20.5,2024,Platinum League,Johnsonmouth Hub Field #1
Brownburgh Pirates,Zimmermanfort Americans,24,2,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Heatherville Bulls,North Richardhaven Dolphins,24,2,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Megan Bears,Port Justin Sabres,24,4,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #1
Lake Leroy Rappers,Port Annaberg Jacks,24,1,1.0,3.0,2024,Platinum League,Johnsonmouth Hub Field #1
West Stacie Mavericks,New Jason Dolphins,24,5,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Dean Bears,Garrettburgh Pirates,24,2,4.5,6.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,Lake Amanda Grizzlies,24,2,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Charles Rappers,Mooreview Eagles,24,1,5.5,7.5,2024,Platinum League,Johnsonmouth Hub Field #1
Hallside Sox,Davidbury Chiefs,24,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
West Lauratown Robbers,Jasonbury Bears,24,1,12.0,14.0,2024,Platinum League,Johnsonmouth Hub Field #1
Vanessamouth Dolphins,New Scott Wildcats,24,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Rebeccachester Hawks,East Albert Jacks,24,1,8.5,10.5,2024,Platinum League,Johnsonmouth Hub Field #1
Brownburgh Pirates,South Heatherville Bulls,25,2,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Megan Bears,Zimmermanfort Americans,25,4,8.0,10.0,2024,Platinum League,Johnsonmouth Hub Field #1
Lake Leroy Rappers,North Richardhaven Dolphins,25,2,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #1
West Stacie Mavericks,Port Justin Sabres,25,1,8.0,10.0,2024,Platinum League,Johnsonmouth Hub Field #1
South Dean Bears,Port Annaberg Jacks,25,2,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,New Jason Dolphins,25,1,20.0,22.0,2024,Platinum League,Johnsonmouth Hub Field #1
South Charles Rappers,Garrettburgh Pirates,25,1,5.5,7.5,2024,Platinum League,Johnsonmouth Hub Field #1
Hallside Sox,Lake Amanda Grizzlies,25,1,10.0,12.0,2024,Platinum League,Johnsonmouth Hub Field #1
West Lauratown Robbers,Mooreview Eagles,25,1,12.0,14.0,2024,Platinum League,Johnsonmouth Hub Field #1
Vanessamouth Dolphins,Davidbury Chiefs,25,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Rebeccachester Hawks,Jasonbury Bears,25,1,14.0,16.0,2024,Platinum League,Johnsonmouth Hub Field #1
East Albert Jacks,New Scott Wildcats,25,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #2
Brownburgh Pirates,Port Megan Bears,26,7,3.0,5.0,2024,Platinum League,Johnsonmouth Hub Field #1
Lake Leroy Rappers,South Heatherville Bulls,26,4,5.0,7.0,2024,Platinum League,Johnsonmouth Hub Field #1
West Stacie Mavericks,Zimmermanfort Americans,26,1,9.5,11.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Dean Bears,North Richardhaven Dolphins,26,1,20.5,22.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,Port Justin Sabres,26,2,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Charles Rappers,Port Annaberg Jacks,26,1,5.5,7.5,2024,Platinum League,Johnsonmouth Hub Field #1
Hallside Sox,New Jason Dolphins,26,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
West Lauratown Robbers,Garrettburgh Pirates,26,1,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Rebeccachester Hawks,Mooreview Eagles,26,1,11.5,13.5,2024,Platinum League,Johnsonmouth Hub Field #1
East Albert Jacks,Davidbury Chiefs,26,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,Jasonbury Bears,26,2,18.5,20.5,2024,Platinum League,Johnsonmouth Hub Field #1
Brownburgh Pirates,Lake Leroy Rappers,27,2,11.0,13.0,2024,Platinum League,Johnsonmouth Hub Field #1
West Stacie Mavericks,Port Megan Bears,27,1,2.5,4.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Dean Bears,South Heatherville Bulls,27,2,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,Zimmermanfort Americans,27,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Charles Rappers,North Richardhaven Dolphins,27,1,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
Hallside Sox,Port Justin Sabres,27,1,8.0,10.0,2024,Platinum League,Johnsonmouth Hub Field #1
West Lauratown Robbers,Port Annaberg Jacks,27,1,4.5,6.5,2024,Platinum League,Johnsonmouth Hub Field #1
Vanessamouth Dolphins,New Jason Dolphins,27,1,20.0,22.0,2024,Platinum League,Johnsonmouth Hub Field #1
Port Rebeccachester Hawks,Garrettburgh Pirates,27,1,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #1
East Albert Jacks,Lake Amanda Grizzlies,27,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,Mooreview Eagles,27,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #2
Jasonbury Bears,Davidbury Chiefs,27,2,8.0,10.0,2024,Platinum League,Johnsonmouth Hub Field #1
Brownburgh Pirates,West Stacie Mavericks,28,1,5.5,7.5,2024,Platinum League,Johnsonmouth Hub Field #1
South Dean Bears,Lake Leroy Rappers,28,2,11.0,13.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,Port Megan Bears,28,6,7.0,9.0,2024,Platinum League,Johnsonmouth Hub Field #1
South Charles Rappers,South Heatherville Bulls,28,1,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #1
Hallside Sox,Zimmermanfort Americans,28,1,9.5,11.5,2024,Platinum League,Johnsonmouth Hub Field #1
West Lauratown Robbers,North Richardhaven Dolphins,28,1,11.5,13.5,2024,Platinum League,Johnsonmouth Hub Field #1
Vanessamouth Dolphins,Port Justin Sabres,28,4,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
Port Rebeccachester Hawks,Port Annaberg Jacks,28,1,1.0,3.0,2024,Platinum League,Johnsonmouth Hub Field #1
East Albert Jacks,New Jason Dolphins,28,3,2.0,4.0,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,Garrettburgh Pirates,28,4,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #1
Jasonbury Bears,Lake Amanda Grizzlies,28,2,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
Davidbury Chiefs,Mooreview Eagles,28,4,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #1
Brownburgh Pirates,South Dean Bears,29,2,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mullinsburgh Jacks,West Stacie Mavericks,29,5,12.0,14.0,2024,Platinum League,Johnsonmouth Hub Field #1
South Charles Rappers,Lake Leroy Rappers,29,5,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #1
Hallside Sox,Port Megan Bears,29,1,4.5,6.5,2024,Platinum League,Johnsonmouth Hub Field #1
West Lauratown Robbers,South Heatherville Bulls,29,1,6.5,8.5,2024,Platinum League,Johnsonmouth Hub Field #1
Vanessamouth Dolphins,Zimmermanfort Americans,29,1,10.0,12.0,2024,Platinum League,Johnsonmouth Hub Field #1
Port Rebeccachester Hawks,North Richardhaven Dolphins,29,1,12.0,14.0,2024,Platinum League,Johnsonmouth Hub Field #1
East Albert Jacks,Port Justin Sabres,29,3,1.5,3.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,Port Annaberg Jacks,29,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
Jasonbury Bears,New Jason Dolphins,29,2,13.5,15.5,2024,Platinum League,Johnsonmouth Hub Field #1
Davidbury Chiefs,Garrettburgh Pirates,29,4,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,Lake Amanda Grizzlies,29,1,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #2
New Anthony Bears,Port Danielstad Rappers,13,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,Mcconnellbury Hawks,13,1,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Amanda Hornets,Mariastad Bears,13,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Dannystad Pirates,Porterchester Hornets,13,1,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Ashleyborough Robbers,Johnsonburgh Vikings,13,4,6.0,8.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Donald Hawks,Jessicaville Mavericks,13,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Franciscoport Pirates,North David Dolphins,13,2,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Suttonfort Chargers,New Jeffrey Pirates,13,1,0.0,2.0,2024,Obsidian League,Johnsonmouth Hub Field #1
West Jonathanburgh Dolphins,Whiteberg Pirates,13,3,2.0,4.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North Cynthiabury Chargers,Jacksonborough Sox,13,1,8.5,10.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Jaimeville Eagles,Torresbury Bears,13,3,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Richard Hornets,Serranoland Pirates,13,1,20.0,22.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North Antonio Bobcats,North Stacymouth Hornets,13,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Wilsonchester Westerners,Kevintown Bears,13,1,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Andrewbury Bulls,West Pamelaton Wildcats,13,5,10.5,12.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Julia Bucaneers,East Heather Mavericks,13,2,1.0,3.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,South Stephen Vikings,13,1,10.5,12.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Amanda Hornets,Port Danielstad Rappers,13,5,17.0,19.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Dannystad Pirates,Mcconnellbury Hawks,13,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Ashleyborough Robbers,Mariastad Bears,13,1,6.0,8.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Donald Hawks,Porterchester Hornets,13,2,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Franciscoport Pirates,Johnsonburgh Vikings,13,2,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Suttonfort Chargers,Jessicaville Mavericks,13,5,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #1
West Jonathanburgh Dolphins,North David Dolphins,13,2,10.0,12.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North Cynthiabury Chargers,New Jeffrey Pirates,13,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Jaimeville Eagles,Whiteberg Pirates,13,1,12.0,14.0,2024,Obsidian League,Johnsonmouth Hub Field #2
New Richard Hornets,Jacksonborough Sox,13,2,15.5,17.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Antonio Bobcats,Torresbury Bears,13,3,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Wilsonchester Westerners,Serranoland Pirates,13,1,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Andrewbury Bulls,North Stacymouth Hornets,13,1,17.5,19.5,2024,Obsidian League,Johnsonmouth Hub Field #3
East Julia Bucaneers,Kevintown Bears,13,5,5.0,7.0,2024,Obsidian League,Johnsonmouth Hub Field #1
East Heather Mavericks,West Pamelaton Wildcats,13,1,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,South Amanda Hornets,14,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Dannystad Pirates,South Stephen Vikings,14,1,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Ashleyborough Robbers,Port Danielstad Rappers,14,5,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Donald Hawks,Mcconnellbury Hawks,14,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Franciscoport Pirates,Mariastad Bears,14,2,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Suttonfort Chargers,Porterchester Hornets,14,2,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #1
West Jonathanburgh Dolphins,Johnsonburgh Vikings,14,3,4.5,6.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Cynthiabury Chargers,Jessicaville Mavericks,14,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Jaimeville Eagles,North David Dolphins,14,2,5.0,7.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Richard Hornets,New Jeffrey Pirates,14,2,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #1
North Antonio Bobcats,Whiteberg Pirates,14,3,2.0,4.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Wilsonchester Westerners,Jacksonborough Sox,14,1,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Andrewbury Bulls,Torresbury Bears,14,5,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Julia Bucaneers,Serranoland Pirates,14,1,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #1
East Heather Mavericks,North Stacymouth Hornets,14,1,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #1
West Pamelaton Wildcats,Kevintown Bears,14,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Port Dannystad Pirates,14,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Ashleyborough Robbers,South Amanda Hornets,14,1,6.0,8.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Donald Hawks,South Stephen Vikings,14,1,20.0,22.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Franciscoport Pirates,Port Danielstad Rappers,14,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Suttonfort Chargers,Mcconnellbury Hawks,14,5,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #1
West Jonathanburgh Dolphins,Mariastad Bears,14,5,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #1
North Cynthiabury Chargers,Porterchester Hornets,14,1,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Jaimeville Eagles,Johnsonburgh Vikings,14,3,6.5,8.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Richard Hornets,Jessicaville Mavericks,14,1,20.0,22.0,2024,Obsidian League,Johnsonmouth Hub Field #2
North Antonio Bobcats,North David Dolphins,14,1,20.5,22.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Wilsonchester Westerners,New Jeffrey Pirates,14,1,1.0,3.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Andrewbury Bulls,Whiteberg Pirates,14,2,10.0,12.0,2024,Obsidian League,Johnsonmouth Hub Field #1
East Julia Bucaneers,Jacksonborough Sox,14,1,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #2
East Heather Mavericks,Torresbury Bears,14,2,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #1
West Pamelaton Wildcats,Serranoland Pirates,14,1,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Kevintown Bears,North Stacymouth Hornets,14,1,15.5,17.5,2024,Obsidian League,Johnsonmouth Hub Field #2
New Anthony Bears,Ashleyborough Robbers,15,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Donald Hawks,Port Dannystad Pirates,15,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Franciscoport Pirates,South Amanda Hornets,15,2,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Suttonfort Chargers,South Stephen Vikings,15,2,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
