team1Name,team2Name,week,day,start,end,season,league,location
Ellisberg Pirates,North Kathy Vikings,22,1,13.0,15.0,2024,Junior,East Amyland Arena Field #1
Bowenside Hawks,Olsonland Vikings,22,1,15.0,17.0,2024,Junior,East Amyland Arena Field #1
West Catherinechester Pirates,Port Jennifer Bears,22,1,7.0,9.0,2024,Junior,East Amyland Arena Field #3
Edwinmouth Bobcats,Lake Johnton Sox,22,1,7.0,9.0,2024,Junior,East Amyland Arena Field #4
Hesterburgh Warriors,Olsonside Celtics,22,1,17.0,19.0,2024,Junior,East Amyland Arena Field #1
Carlchester Grizzlies,Markshire Jacks,22,2,8.0,10.0,2024,Junior,East Amyland Arena Field #2
East Daniel Commandos,Lisafurt Westerners,22,1,11.5,13.5,2024,Junior,East Amyland Arena Field #3
Youngport Vikings,Bowenville Bobcats,22,1,12.0,14.0,2024,Junior,East Amyland Arena Field #2
West Jacqueline Americans,Port John Hawks,22,2,9.0,11.0,2024,Junior,East Amyland Arena Field #1
Zamorastad Dolphins,Jamesburgh Grizzlies,22,1,4.0,6.0,2024,Junior,East Amyland Arena Field #1
West Michael Jacks,Kennedyberg Hornets,22,2,20.0,22.0,2024,Junior,East Amyland Arena Field #1
Bowenburgh Hornets,West Marytown Hornets,22,1,6.0,8.0,2024,Junior,East Amyland Arena Field #1
West Toddberg Wolves,South Stephanie Commandos,22,1,16.5,18.5,2024,Junior,East Amyland Arena Field #2
Kennethborough Vikings,Kristinland Robbers,22,3,4.5,6.5,2024,Junior,East Amyland Arena Field #1
Annafort Mavericks,Port Angela Wildcats,22,1,13.5,15.5,2024,Junior,East Amyland Arena Field #3
East Michaelborough Chargers,Brittanyfort Rappers,22,1,3.0,5.0,2024,Junior,East Amyland Arena Field #2
North Kristy Hawks,New Christopherside Vikings,22,1,5.0,7.0,2024,Junior,East Amyland Arena Field #2
North Richard Vikings,East Kimberlyland Wildcats,22,2,11.0,13.0,2024,Junior,East Amyland Arena Field #1
Michaelstad Vikings,Lake Christine Mavericks,22,2,13.0,15.0,2024,Junior,East Amyland Arena Field #1
Port Debra Hawks,Port Olivia Wildcats,22,1,21.0,23.0,2024,Junior,East Amyland Arena Field #1
Leslieside Americans,South Catherineton Rappers,22,1,18.5,20.5,2024,Junior,East Amyland Arena Field #2
East Miguelton Pirates,South Susan Rappers,22,1,10.0,12.0,2024,Junior,East Amyland Arena Field #2
New Jessica Pirates,Lake Richard Sabres,22,1,14.0,16.0,2024,Junior,East Amyland Arena Field #2
Loganton Hawks,Lake Kristen Dolphins,22,1,15.5,17.5,2024,Junior,East Amyland Arena Field #3
West Janice Rappers,Garciamouth Wildcats,22,2,7.5,9.5,2024,Junior,East Amyland Arena Field #3
New Jose Mavericks,Lake Lesliechester Bucaneers,22,1,20.5,22.5,2024,Junior,East Amyland Arena Field #2
Port Kellitown Wolves,Port Nicole Commandos,22,1,10.5,12.5,2024,Junior,East Amyland Arena Field #5
East Amberview Americans,Scottstad Celtics,22,2,4.5,6.5,2024,Junior,East Amyland Arena Field #1
Davidhaven Bulls,South Janetfort Hornets,22,2,15.0,17.0,2024,Junior,East Amyland Arena Field #1
Thompsonhaven Chargers,Port Melissa Wildcats,22,2,17.0,19.0,2024,Junior,East Amyland Arena Field #1
Solomonberg Hornets,Tonihaven Bears,22,1,7.0,9.0,2024,Junior,East Amyland Arena Field #2
Amymouth Commandos,Cowanberg Sox,22,1,12.5,14.5,2024,Junior,East Amyland Arena Field #5
Port Reginahaven Americans,Jamesburgh Robbers,22,1,9.0,11.0,2024,Junior,East Amyland Arena Field #3
Ellisberg Pirates,New Christine Grizzlies,22,1,14.5,16.5,2024,Junior,East Amyland Arena Field #5
Bowenside Hawks,Guerramouth Bears,22,2,1.5,3.5,2024,Junior,East Amyland Arena Field #2
West Catherinechester Pirates,North Kathy Vikings,22,1,17.5,19.5,2024,Junior,East Amyland Arena Field #3
Edwinmouth Bobcats,Olsonland Vikings,22,2,5.0,7.0,2024,Junior,East Amyland Arena Field #2
Hesterburgh Warriors,Port Jennifer Bears,22,1,16.5,18.5,2024,Junior,East Amyland Arena Field #5
Carlchester Grizzlies,Lake Johnton Sox,22,3,16.0,18.0,2024,Junior,East Amyland Arena Field #1
East Daniel Commandos,Olsonside Celtics,22,1,11.5,13.5,2024,Junior,Ianbury Complex Field #4
Youngport Vikings,Markshire Jacks,22,4,13.5,15.5,2024,Junior,East Amyland Arena Field #2
West Jacqueline Americans,Lisafurt Westerners,22,1,13.5,15.5,2024,Junior,Ianbury Complex Field #4
Zamorastad Dolphins,Bowenville Bobcats,22,1,1.5,3.5,2024,Junior,East Amyland Arena Field #3
West Michael Jacks,Port John Hawks,22,5,9.5,11.5,2024,Junior,East Amyland Arena Field #1
Bowenburgh Hornets,Jamesburgh Grizzlies,22,1,4.0,6.0,2024,Junior,Port Royfort Field Field #1
West Toddberg Wolves,Kennedyberg Hornets,22,5,5.5,7.5,2024,Junior,East Amyland Arena Field #1
Kennethborough Vikings,West Marytown Hornets,22,1,18.5,20.5,2024,Junior,East Amyland Arena Field #5
Annafort Mavericks,South Stephanie Commandos,22,3,9.5,11.5,2024,Junior,East Amyland Arena Field #1
East Michaelborough Chargers,Kristinland Robbers,22,1,19.5,21.5,2024,Junior,East Amyland Arena Field #3
North Kristy Hawks,Port Angela Wildcats,22,1,9.0,11.0,2024,Junior,East Amyland Arena Field #4
North Richard Vikings,Brittanyfort Rappers,22,2,10.0,12.0,2024,Junior,East Amyland Arena Field #2
Michaelstad Vikings,New Christopherside Vikings,22,1,11.0,13.0,2024,Junior,East Amyland Arena Field #4
Port Debra Hawks,East Kimberlyland Wildcats,22,1,20.5,22.5,2024,Junior,Ryanside Zone Field #2
Leslieside Americans,Lake Christine Mavericks,22,2,12.0,14.0,2024,Junior,East Amyland Arena Field #2
East Miguelton Pirates,Port Olivia Wildcats,22,1,21.5,23.5,2024,Junior,East Amyland Arena Field #3
New Jessica Pirates,South Catherineton Rappers,22,1,13.0,15.0,2024,Junior,East Amyland Arena Field #4
Loganton Hawks,South Susan Rappers,22,1,9.0,11.0,2024,Junior,Ianbury Complex Field #4
West Janice Rappers,Lake Richard Sabres,22,1,3.0,5.0,2024,Junior,East Amyland Arena Field #4
Garciamouth Wildcats,Lake Kristen Dolphins,22,1,15.5,17.5,2024,Junior,Ianbury Complex Field #4
New Jose Mavericks,Port Kellitown Wolves,23,1,10.5,12.5,2024,Junior,East Amyland Arena Field #3
East Amberview Americans,Lake Lesliechester Bucaneers,23,1,5.0,7.0,2024,Junior,East Amyland Arena Field #1
Davidhaven Bulls,Port Nicole Commandos,23,2,14.0,16.0,2024,Junior,East Amyland Arena Field #1
Thompsonhaven Chargers,Scottstad Celtics,23,3,2.5,4.5,2024,Junior,East Amyland Arena Field #1
Solomonberg Hornets,South Janetfort Hornets,23,1,3.0,5.0,2024,Junior,East Amyland Arena Field #4
Amymouth Commandos,Port Melissa Wildcats,23,2,8.0,10.0,2024,Junior,East Amyland Arena Field #1
Port Reginahaven Americans,Tonihaven Bears,23,1,7.0,9.0,2024,Junior,East Amyland Arena Field #1
Ellisberg Pirates,Cowanberg Sox,23,1,12.5,14.5,2024,Junior,East Amyland Arena Field #1
Bowenside Hawks,Jamesburgh Robbers,23,1,9.0,11.0,2024,Junior,East Amyland Arena Field #1
West Catherinechester Pirates,New Christine Grizzlies,23,1,14.5,16.5,2024,Junior,East Amyland Arena Field #1
Edwinmouth Bobcats,Guerramouth Bears,23,2,4.0,6.0,2024,Junior,East Amyland Arena Field #1
Hesterburgh Warriors,North Kathy Vikings,23,1,16.5,18.5,2024,Junior,East Amyland Arena Field #1
Carlchester Grizzlies,Olsonland Vikings,23,2,6.0,8.0,2024,Junior,East Amyland Arena Field #1
East Daniel Commandos,Port Jennifer Bears,23,1,12.5,14.5,2024,Junior,East Amyland Arena Field #3
Youngport Vikings,Lake Johnton Sox,23,5,13.5,15.5,2024,Junior,East Amyland Arena Field #2
West Jacqueline Americans,Olsonside Celtics,23,1,12.0,14.0,2024,Junior,East Amyland Arena Field #2
Zamorastad Dolphins,Markshire Jacks,23,1,1.0,3.0,2024,Junior,East Amyland Arena Field #1
West Michael Jacks,Lisafurt Westerners,23,1,4.0,6.0,2024,Junior,East Amyland Arena Field #3
Bowenburgh Hornets,Bowenville Bobcats,23,1,3.0,5.0,2024,Junior,East Amyland Arena Field #1
West Toddberg Wolves,Port John Hawks,23,4,6.5,8.5,2024,Junior,East Amyland Arena Field #2
Kennethborough Vikings,Jamesburgh Grizzlies,23,2,16.0,18.0,2024,Junior,East Amyland Arena Field #1
Annafort Mavericks,Kennedyberg Hornets,23,1,11.5,13.5,2024,Junior,East Amyland Arena Field #5
East Michaelborough Chargers,West Marytown Hornets,23,1,18.5,20.5,2024,Junior,East Amyland Arena Field #1
North Kristy Hawks,South Stephanie Commandos,23,4,16.0,18.0,2024,Junior,East Amyland Arena Field #2
North Richard Vikings,Kristinland Robbers,23,2,10.0,12.0,2024,Junior,East Amyland Arena Field #1
Michaelstad Vikings,Port Angela Wildcats,23,1,8.5,10.5,2024,Junior,East Amyland Arena Field #3
Port Debra Hawks,Brittanyfort Rappers,23,3,13.5,15.5,2024,Junior,East Amyland Arena Field #1
Leslieside Americans,New Christopherside Vikings,23,1,20.5,22.5,2024,Junior,East Amyland Arena Field #1
East Miguelton Pirates,East Kimberlyland Wildcats,23,2,12.0,14.0,2024,Junior,East Amyland Arena Field #1
New Jessica Pirates,Lake Christine Mavericks,23,1,11.0,13.0,2024,Junior,Ianbury Complex Field #4
Loganton Hawks,Port Olivia Wildcats,23,1,6.5,8.5,2024,Junior,East Amyland Arena Field #2
West Janice Rappers,South Catherineton Rappers,23,5,6.0,8.0,2024,Junior,East Amyland Arena Field #1
Garciamouth Wildcats,South Susan Rappers,23,1,15.0,17.0,2024,Junior,East Amyland Arena Field #2
Lake Kristen Dolphins,Lake Richard Sabres,23,1,17.0,19.0,2024,Junior,East Amyland Arena Field #2
New Jose Mavericks,East Amberview Americans,23,2,18.0,20.0,2024,Junior,East Amyland Arena Field #1
Davidhaven Bulls,Port Kellitown Wolves,23,6,5.0,7.0,2024,Junior,East Amyland Arena Field #1
Thompsonhaven Chargers,Lake Lesliechester Bucaneers,23,1,9.5,11.5,2024,Junior,East Amyland Arena Field #2
Solomonberg Hornets,Port Nicole Commandos,23,3,7.5,9.5,2024,Junior,East Amyland Arena Field #1
Amymouth Commandos,Scottstad Celtics,23,2,2.5,4.5,2024,Junior,East Amyland Arena Field #2
Port Reginahaven Americans,South Janetfort Hornets,23,1,6.0,8.0,2024,Junior,East Amyland Arena Field #3
Ellisberg Pirates,Port Melissa Wildcats,23,2,8.0,10.0,2024,Junior,East Amyland Arena Field #2
Bowenside Hawks,Tonihaven Bears,23,1,19.0,21.0,2024,Junior,East Amyland Arena Field #2
West Catherinechester Pirates,Cowanberg Sox,23,1,14.5,16.5,2024,Junior,East Amyland Arena Field #3
Edwinmouth Bobcats,Jamesburgh Robbers,23,2,4.5,6.5,2024,Junior,East Amyland Arena Field #2
Hesterburgh Warriors,New Christine Grizzlies,23,1,16.5,18.5,2024,Junior,East Amyland Arena Field #3
Carlchester Grizzlies,Guerramouth Bears,23,2,10.0,12.0,2024,Junior,East Amyland Arena Field #2
East Daniel Commandos,North Kathy Vikings,23,1,18.5,20.5,2024,Junior,East Amyland Arena Field #3
Youngport Vikings,Olsonland Vikings,23,1,13.5,15.5,2024,Junior,East Amyland Arena Field #5
West Jacqueline Americans,Port Jennifer Bears,23,1,15.5,17.5,2024,Junior,East Amyland Arena Field #5
Zamorastad Dolphins,Lake Johnton Sox,23,1,5.0,7.0,2024,Junior,East Amyland Arena Field #4
West Michael Jacks,Olsonside Celtics,23,1,7.0,9.0,2024,Junior,East Amyland Arena Field #4
Bowenburgh Hornets,Markshire Jacks,23,1,1.0,3.0,2024,Junior,East Amyland Arena Field #4
West Toddberg Wolves,Lisafurt Westerners,23,1,17.5,19.5,2024,Junior,East Amyland Arena Field #5
Kennethborough Vikings,Bowenville Bobcats,23,1,17.0,19.0,2024,Junior,Ianbury Complex Field #4
Annafort Mavericks,Port John Hawks,23,5,8.0,10.0,2024,Junior,East Amyland Arena Field #1
East Michaelborough Chargers,Jamesburgh Grizzlies,23,1,4.0,6.0,2024,Junior,East Amyland Arena Field #2
North Kristy Hawks,Kennedyberg Hornets,23,1,13.0,15.0,2024,Junior,Ianbury Complex Field #4
North Richard Vikings,West Marytown Hornets,23,1,15.0,17.0,2024,Junior,Ianbury Complex Field #4
Michaelstad Vikings,South Stephanie Commandos,23,5,10.0,12.0,2024,Junior,East Amyland Arena Field #1
Port Debra Hawks,Kristinland Robbers,23,5,12.0,14.0,2024,Junior,East Amyland Arena Field #1
Leslieside Americans,Port Angela Wildcats,23,1,15.0,17.0,2024,Junior,Ryanside Zone Field #1
East Miguelton Pirates,Brittanyfort Rappers,23,2,12.0,14.0,2024,Junior,East Amyland Arena Field #2
New Jessica Pirates,New Christopherside Vikings,23,1,20.5,22.5,2024,Junior,East Amyland Arena Field #3
Loganton Hawks,East Kimberlyland Wildcats,23,1,21.0,23.0,2024,Junior,East Amyland Arena Field #2
West Janice Rappers,Lake Christine Mavericks,23,2,20.0,22.0,2024,Junior,East Amyland Arena Field #1
Garciamouth Wildcats,Port Olivia Wildcats,23,1,19.5,21.5,2024,Junior,East Amyland Arena Field #5
Lake Kristen Dolphins,South Catherineton Rappers,23,1,19.0,21.0,2024,Junior,Ianbury Complex Field #4
Lake Richard Sabres,South Susan Rappers,23,1,9.0,11.0,2024,Junior,East Amyland Arena Field #5
New Jose Mavericks,Davidhaven Bulls,24,2,9.0,11.0,2024,Junior,East Amyland Arena Field #1
Thompsonhaven Chargers,East Amberview Americans,24,2,16.0,18.0,2024,Junior,East Amyland Arena Field #1
Solomonberg Hornets,Port Kellitown Wolves,24,3,7.5,9.5,2024,Junior,East Amyland Arena Field #1
Amymouth Commandos,Lake Lesliechester Bucaneers,24,1,8.0,10.0,2024,Junior,East Amyland Arena Field #1
Port Reginahaven Americans,Port Nicole Commandos,24,1,10.5,12.5,2024,Junior,East Amyland Arena Field #3
Ellisberg Pirates,Scottstad Celtics,24,2,3.0,5.0,2024,Junior,East Amyland Arena Field #2
Bowenside Hawks,South Janetfort Hornets,24,1,10.0,12.0,2024,Junior,East Amyland Arena Field #1
West Catherinechester Pirates,Port Melissa Wildcats,24,1,4.0,6.0,2024,Junior,East Amyland Arena Field #4
Edwinmouth Bobcats,Tonihaven Bears,24,1,4.0,6.0,2024,Junior,East Amyland Arena Field #1
Hesterburgh Warriors,Cowanberg Sox,24,1,12.0,14.0,2024,Junior,East Amyland Arena Field #1
Carlchester Grizzlies,Jamesburgh Robbers,24,2,5.0,7.0,2024,Junior,East Amyland Arena Field #1
East Daniel Commandos,New Christine Grizzlies,24,1,14.0,16.0,2024,Junior,East Amyland Arena Field #1
Youngport Vikings,Guerramouth Bears,24,2,7.0,9.0,2024,Junior,East Amyland Arena Field #1
West Jacqueline Americans,North Kathy Vikings,24,1,16.0,18.0,2024,Junior,East Amyland Arena Field #1
Zamorastad Dolphins,Olsonland Vikings,24,1,12.5,14.5,2024,Junior,East Amyland Arena Field #3
West Michael Jacks,Port Jennifer Bears,24,3,9.5,11.5,2024,Junior,East Amyland Arena Field #1
Bowenburgh Hornets,Lake Johnton Sox,24,1,6.0,8.0,2024,Junior,East Amyland Arena Field #4
West Toddberg Wolves,Olsonside Celtics,24,3,12.5,14.5,2024,Junior,East Amyland Arena Field #1
Kennethborough Vikings,Markshire Jacks,24,3,14.5,16.5,2024,Junior,East Amyland Arena Field #1
Annafort Mavericks,Lisafurt Westerners,24,1,14.5,16.5,2024,Junior,East Amyland Arena Field #3
East Michaelborough Chargers,Bowenville Bobcats,24,1,6.0,8.0,2024,Junior,East Amyland Arena Field #1
North Kristy Hawks,Port John Hawks,24,1,8.0,10.0,2024,Junior,East Amyland Arena Field #3
North Richard Vikings,Jamesburgh Grizzlies,24,2,3.0,5.0,2024,Junior,East Amyland Arena Field #1
Michaelstad Vikings,Kennedyberg Hornets,24,2,11.0,13.0,2024,Junior,East Amyland Arena Field #1
Port Debra Hawks,West Marytown Hornets,24,1,18.0,20.0,2024,Junior,East Amyland Arena Field #1
Leslieside Americans,South Stephanie Commandos,24,3,4.0,6.0,2024,Junior,East Amyland Arena Field #1
East Miguelton Pirates,Kristinland Robbers,24,1,10.0,12.0,2024,Junior,East Amyland Arena Field #5
New Jessica Pirates,Port Angela Wildcats,24,1,8.5,10.5,2024,Junior,East Amyland Arena Field #4
Loganton Hawks,Brittanyfort Rappers,24,1,20.0,22.0,2024,Junior,East Amyland Arena Field #1
West Janice Rappers,New Christopherside Vikings,24,1,3.0,5.0,2024,Junior,East Amyland Arena Field #2
Garciamouth Wildcats,East Kimberlyland Wildcats,24,3,2.5,4.5,2024,Junior,East Amyland Arena Field #2
Lake Kristen Dolphins,Lake Christine Mavericks,24,2,13.0,15.0,2024,Junior,East Amyland Arena Field #1
Lake Richard Sabres,Port Olivia Wildcats,24,1,6.5,8.5,2024,Junior,East Amyland Arena Field #2
South Susan Rappers,South Catherineton Rappers,24,1,9.0,11.0,2024,Junior,East Amyland Arena Field #2
New Jose Mavericks,Thompsonhaven Chargers,24,1,10.5,12.5,2024,Junior,Ianbury Complex Field #4
Solomonberg Hornets,Davidhaven Bulls,24,3,4.5,6.5,2024,Junior,East Amyland Arena Field #2
Amymouth Commandos,East Amberview Americans,24,1,10.5,12.5,2024,Junior,East Amyland Arena Field #4
Port Reginahaven Americans,Port Kellitown Wolves,24,1,6.0,8.0,2024,Junior,East Amyland Arena Field #3
Ellisberg Pirates,Lake Lesliechester Bucaneers,24,1,12.5,14.5,2024,Junior,East Amyland Arena Field #2
Bowenside Hawks,Port Nicole Commandos,24,1,14.5,16.5,2024,Junior,East Amyland Arena Field #2
West Catherinechester Pirates,Scottstad Celtics,24,1,4.0,6.0,2024,Junior,Gambleside Court Field #1
Edwinmouth Bobcats,South Janetfort Hornets,24,1,4.0,6.0,2024,Junior,Port Royfort Field Field #1
Hesterburgh Warriors,Port Melissa Wildcats,24,4,16.5,18.5,2024,Junior,East Amyland Arena Field #2
Carlchester Grizzlies,Tonihaven Bears,24,1,20.5,22.5,2024,Junior,East Amyland Arena Field #2
East Daniel Commandos,Cowanberg Sox,24,1,16.5,18.5,2024,Junior,East Amyland Arena Field #2
Youngport Vikings,Jamesburgh Robbers,24,1,16.5,18.5,2024,Junior,East Amyland Arena Field #3
West Jacqueline Americans,New Christine Grizzlies,24,1,12.0,14.0,2024,Junior,East Amyland Arena Field #5
Zamorastad Dolphins,Guerramouth Bears,24,1,1.0,3.0,2024,Junior,East Amyland Arena Field #1
West Michael Jacks,North Kathy Vikings,24,3,16.5,18.5,2024,Junior,East Amyland Arena Field #1
Bowenburgh Hornets,Olsonland Vikings,24,2,18.0,20.0,2024,Junior,East Amyland Arena Field #1
West Toddberg Wolves,Port Jennifer Bears,24,1,18.5,20.5,2024,Junior,East Amyland Arena Field #2
Kennethborough Vikings,Lake Johnton Sox,24,2,20.0,22.0,2024,Junior,East Amyland Arena Field #1
Annafort Mavericks,Olsonside Celtics,24,1,12.5,14.5,2024,Junior,Ianbury Complex Field #4
East Michaelborough Chargers,Markshire Jacks,24,1,2.5,4.5,2024,Junior,East Amyland Arena Field #3
North Kristy Hawks,Lisafurt Westerners,24,1,12.5,14.5,2024,Junior,East Amyland Arena Field #4
