team1Name,team2Name,week,day,start,end,season,league,location
Roberttown Bobcats,Patrickshire Hawks,21,2,2.5,4.5,2024,Platinum League,South Kimberly Plaza Field #1
West Eddieland Pirates,West Kentport Chiefs,21,2,16.0,18.0,2024,Platinum League,South Kimberly Plaza Field #1
Port Victoriaberg Americans,Gallegosstad Pirates,21,1,13.0,15.0,2024,Platinum League,South Kimberly Plaza Field #1
West Donald Mavericks,South Jonathan Commandos,21,1,11.0,13.0,2024,Platinum League,South Kimberly Plaza Field #1
South Kara Raptors,New Jacqueline Vikings,21,1,15.0,17.0,2024,Platinum League,South Kimberly Plaza Field #1
Riveraton Bears,North Adrianside Commandos,21,2,13.0,15.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,North Stevenberg Eagles,21,1,17.0,19.0,2024,Platinum League,South Kimberly Plaza Field #1
East Jamesberg Mavericks,Lake Joshuamouth Vikings,22,2,11.0,13.0,2024,Platinum League,South Kimberly Plaza Field #1
Port Gabrielmouth Bobcats,Anthonychester Vikings,22,2,2.0,4.0,2024,Platinum League,South Kimberly Plaza Field #1
Fordfurt Hornets,East Jasonberg Hornets,22,1,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
Lake Jean Raptors,Robinsonberg Bears,22,1,10.5,12.5,2024,Platinum League,South Kimberly Plaza Field #1
Roberttown Bobcats,Johntown Chiefs,22,1,12.5,14.5,2024,Platinum League,South Kimberly Plaza Field #1
West Eddieland Pirates,Janiceland Bears,22,2,4.0,6.0,2024,Platinum League,South Kimberly Plaza Field #1
Port Victoriaberg Americans,Patrickshire Hawks,22,3,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
West Donald Mavericks,West Kentport Chiefs,22,4,9.0,11.0,2024,Platinum League,South Kimberly Plaza Field #1
South Kara Raptors,Gallegosstad Pirates,22,1,14.5,16.5,2024,Platinum League,South Kimberly Plaza Field #1
Riveraton Bears,South Jonathan Commandos,22,4,4.5,6.5,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,New Jacqueline Vikings,22,1,7.0,9.0,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,North Adrianside Commandos,22,1,16.5,18.5,2024,Platinum League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,North Robin Grizzlies,12,2,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,Port Andrea Rappers,12,2,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
Christianfurt Bobcats,East Jacob Americans,12,3,3.5,5.5,2024,Obsidian League,South Kimberly Plaza Field #1
Penamouth Robbers,Timothyborough Mavericks,12,7,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jamestown Mavericks,East Aprilton Bears,12,2,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferport Bears,South Kylehaven Commandos,12,2,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Lori Westerners,East Susan Bulls,12,4,10.5,12.5,2024,Obsidian League,South Kimberly Plaza Field #1
New Jeanette Bobcats,North Tammyville Bulls,12,3,5.5,7.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Toddbury Hawks,East Stephanie Chargers,12,3,7.5,9.5,2024,Obsidian League,South Kimberly Plaza Field #1
Galvanberg Raptors,Cruzhaven Chargers,12,2,4.0,6.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Jonathan Jacks,East Jenniferland Chargers,12,2,14.0,16.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,West Martin Commandos,12,4,7.5,9.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,Jenniferbury Mavericks,12,5,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,West Marcshire Vikings,12,5,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,Fosterborough Wildcats,12,2,16.0,18.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,Jennifertown Mavericks,12,3,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,South Melissafort Raptors,13,2,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
Christianfurt Bobcats,North Robin Grizzlies,13,2,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
Penamouth Robbers,Port Andrea Rappers,13,2,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jamestown Mavericks,East Jacob Americans,13,3,6.5,8.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferport Bears,Timothyborough Mavericks,13,2,20.0,22.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Lori Westerners,East Aprilton Bears,13,1,5.0,7.0,2024,Obsidian League,South Kimberly Plaza Field #1
New Jeanette Bobcats,South Kylehaven Commandos,13,2,14.0,16.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Toddbury Hawks,East Susan Bulls,13,3,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
Galvanberg Raptors,North Tammyville Bulls,13,3,14.0,16.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Jonathan Jacks,East Stephanie Chargers,13,4,8.5,10.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,Cruzhaven Chargers,13,5,3.0,5.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,East Jenniferland Chargers,13,4,3.5,5.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,West Martin Commandos,13,4,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,Jenniferbury Mavericks,13,5,15.5,17.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,West Marcshire Vikings,13,2,1.0,3.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,Fosterborough Wildcats,13,3,1.5,3.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Christianfurt Bobcats,14,3,9.0,11.0,2024,Obsidian League,South Kimberly Plaza Field #1
Penamouth Robbers,South Melissafort Raptors,14,1,16.5,18.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jamestown Mavericks,North Robin Grizzlies,14,1,18.5,20.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferport Bears,Port Andrea Rappers,14,4,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Lori Westerners,East Jacob Americans,14,3,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
New Jeanette Bobcats,Timothyborough Mavericks,14,2,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Toddbury Hawks,East Aprilton Bears,14,2,15.0,17.0,2024,Obsidian League,South Kimberly Plaza Field #1
Galvanberg Raptors,South Kylehaven Commandos,14,1,2.5,4.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Jonathan Jacks,East Susan Bulls,14,1,20.5,22.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,North Tammyville Bulls,14,2,18.5,20.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,East Stephanie Chargers,14,4,4.0,6.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,Cruzhaven Chargers,14,2,3.0,5.0,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,East Jenniferland Chargers,14,3,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,West Martin Commandos,14,5,12.5,14.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,Jenniferbury Mavericks,14,4,21.5,23.5,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,West Marcshire Vikings,14,3,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Penamouth Robbers,15,4,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jamestown Mavericks,Christianfurt Bobcats,15,3,6.5,8.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferport Bears,South Melissafort Raptors,15,2,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Lori Westerners,North Robin Grizzlies,15,1,16.0,18.0,2024,Obsidian League,South Kimberly Plaza Field #1
New Jeanette Bobcats,Port Andrea Rappers,15,2,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Toddbury Hawks,East Jacob Americans,15,1,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
Galvanberg Raptors,Timothyborough Mavericks,15,3,12.5,14.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Jonathan Jacks,East Aprilton Bears,15,2,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,South Kylehaven Commandos,15,2,20.0,22.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,East Susan Bulls,15,1,20.0,22.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,North Tammyville Bulls,15,2,15.0,17.0,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,East Stephanie Chargers,15,3,8.5,10.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,Cruzhaven Chargers,15,5,12.5,14.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,East Jenniferland Chargers,15,3,10.5,12.5,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,West Martin Commandos,15,3,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,Jenniferbury Mavericks,15,2,0.5,2.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Jamestown Mavericks,16,2,4.5,6.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferport Bears,Penamouth Robbers,16,4,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Lori Westerners,Christianfurt Bobcats,16,3,3.5,5.5,2024,Obsidian League,South Kimberly Plaza Field #1
New Jeanette Bobcats,South Melissafort Raptors,16,2,14.0,16.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Toddbury Hawks,North Robin Grizzlies,16,1,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
Galvanberg Raptors,Port Andrea Rappers,16,1,2.5,4.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Jonathan Jacks,East Jacob Americans,16,3,10.5,12.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,Timothyborough Mavericks,16,2,18.5,20.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,East Aprilton Bears,16,2,16.0,18.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,South Kylehaven Commandos,16,2,20.5,22.5,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,East Susan Bulls,16,1,20.0,22.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,North Tammyville Bulls,16,3,12.5,14.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,East Stephanie Chargers,16,5,4.0,6.0,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,Cruzhaven Chargers,16,3,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,East Jenniferland Chargers,16,5,0.0,2.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,West Martin Commandos,16,5,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Jenniferport Bears,17,4,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Lori Westerners,Jamestown Mavericks,17,4,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
New Jeanette Bobcats,Penamouth Robbers,17,4,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
East Toddbury Hawks,Christianfurt Bobcats,17,3,6.5,8.5,2024,Obsidian League,South Kimberly Plaza Field #1
Galvanberg Raptors,South Melissafort Raptors,17,5,16.5,18.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Jonathan Jacks,North Robin Grizzlies,17,1,17.5,19.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,Port Andrea Rappers,17,4,11.5,13.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,East Jacob Americans,17,1,19.5,21.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,Timothyborough Mavericks,17,2,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
Rodriguezburgh Dolphins,East Aprilton Bears,17,2,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Stacey Warriors,South Kylehaven Commandos,17,2,5.0,7.0,2024,Obsidian League,South Kimberly Plaza Field #1
Jennifertown Mavericks,East Susan Bulls,17,3,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
Fosterborough Wildcats,North Tammyville Bulls,17,2,16.5,18.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Marcshire Vikings,East Stephanie Chargers,17,1,21.5,23.5,2024,Obsidian League,South Kimberly Plaza Field #1
Jenniferbury Mavericks,Cruzhaven Chargers,17,5,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Martin Commandos,East Jenniferland Chargers,17,2,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,North Lori Westerners,18,3,5.0,7.0,2024,Obsidian League,South Kimberly Plaza Field #1
New Jeanette Bobcats,Jenniferport Bears,18,3,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
East Toddbury Hawks,Jamestown Mavericks,18,1,16.5,18.5,2024,Obsidian League,South Kimberly Plaza Field #1
Galvanberg Raptors,Penamouth Robbers,18,4,16.0,18.0,2024,Obsidian League,South Kimberly Plaza Field #1
West Jonathan Jacks,Christianfurt Bobcats,18,3,7.5,9.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brianport Raptors,South Melissafort Raptors,18,2,18.5,20.5,2024,Obsidian League,South Kimberly Plaza Field #1
West Amyhaven Jacks,North Robin Grizzlies,18,2,7.5,9.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Sherryview Celtics,Port Andrea Rappers,18,2,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
